record_type,version,gen_date,model,desc,fcst_lead,fcst_valid,obs_lead,obs_valid,fcst_init,obs_init,mode,fcst_var,fcst_lev,obs_var,obs_lev,fcst_units,obs_units,fcst_thresh,obs_thresh,cov_thresh,alpha,line_type,total,fbias,fbar,obar,fbar_ncl,obar_ncl,fbar_tcl,obar_tcl,acc,mse,rmse,mse_ss,mae,me,cop,add,mul,sdbar,me2,anom_corr,me_tss,me_tss_acc,me_tss_rmse,source_file,valid,bias,hss,ets,mr,far,csi,gerrity,hss_ec,fy_oy,fy_on,fn_oy,fn_on
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_070000,000000,20260729_070000,20260728_190000,20260728_190000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt5,gt5,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_070000,0.037,0.45,0.35,0.15,0.2,0.45,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_070000,000000,20260729_070000,20260728_190000,20260728_190000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt5,gt5,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_070000,,,,,,,,,570.0,182.0,272.0,8935.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_070000,000000,20260729_070000,20260728_190000,20260728_190000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt10,gt10,NA,0.05,CNT,10000.0,0.075,6.25,4.25,3.25,3.75,4.25,3.45,0.7,18.062,4.25,0.5,3.4,0.375,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260729.stat,20260729_070000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_070000,000000,20260729_070000,20260728_190000,20260728_190000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt10,gt10,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_070000,0.037,0.45,0.325,0.15,0.2,0.425,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_070000,000000,20260729_070000,20260728_190000,20260728_190000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt10,gt10,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_070000,,,,,,,,,565.0,183.0,274.0,8932.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_070000,000000,20260729_070000,20260728_190000,20260728_190000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt20,gt20,NA,0.05,CNT,10000.0,0.075,6.25,4.25,3.25,3.75,4.25,3.45,0.7,18.062,4.25,0.5,3.4,0.375,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260729.stat,20260729_070000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_070000,000000,20260729_070000,20260728_190000,20260728_190000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt20,gt20,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_070000,0.037,0.45,0.275,0.15,0.2,0.375,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_070000,000000,20260729_070000,20260728_190000,20260728_190000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt20,gt20,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_070000,,,,,,,,,555.0,186.0,278.0,8927.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_070000,000000,20260729_070000,20260728_190000,20260728_190000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt50,gt50,NA,0.05,CNT,10000.0,0.075,6.25,4.25,3.25,3.75,4.25,3.45,0.7,18.062,4.25,0.5,3.4,0.375,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260729.stat,20260729_070000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_070000,000000,20260729_070000,20260728_190000,20260728_190000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt50,gt50,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_070000,0.037,0.45,0.125,0.15,0.2,0.225,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_070000,000000,20260729_070000,20260728_190000,20260728_190000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt50,gt50,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_070000,,,,,,,,,525.0,193.0,290.0,8912.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_080000,000000,20260729_080000,20260728_200000,20260728_200000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt0.1,gt0.1,NA,0.05,CNT,10000.0,0.08,6.143,4.143,3.143,3.643,4.143,3.343,0.7071,17.163,4.143,0.5,3.314,0.4,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260729.stat,20260729_080000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_080000,000000,20260729_080000,20260728_200000,20260728_200000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt0.1,gt0.1,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_080000,0.04,0.45,0.3781,0.15,0.2,0.4781,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_080000,000000,20260729_080000,20260728_200000,20260728_200000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt0.1,gt0.1,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_080000,,,,,,,,,575.0,181.0,269.0,8937.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_080000,000000,20260729_080000,20260728_200000,20260728_200000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt1,gt1,NA,0.05,CNT,10000.0,0.08,6.143,4.143,3.143,3.643,4.143,3.343,0.7071,17.163,4.143,0.5,3.314,0.4,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260729.stat,20260729_080000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_080000,000000,20260729_080000,20260728_200000,20260728_200000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt1,gt1,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_080000,0.04,0.45,0.3736,0.15,0.2,0.4736,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_080000,000000,20260729_080000,20260728_200000,20260728_200000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt1,gt1,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_080000,,,,,,,,,574.0,181.0,270.0,8937.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_080000,000000,20260729_080000,20260728_200000,20260728_200000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt5,gt5,NA,0.05,CNT,10000.0,0.08,6.143,4.143,3.143,3.643,4.143,3.343,0.7071,17.163,4.143,0.5,3.314,0.4,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260729.stat,20260729_080000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_080000,000000,20260729_080000,20260728_200000,20260728_200000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt5,gt5,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_080000,0.04,0.45,0.3536,0.15,0.2,0.4536,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_080000,000000,20260729_080000,20260728_200000,20260728_200000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt5,gt5,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_080000,,,,,,,,,570.0,182.0,271.0,8935.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_080000,000000,20260729_080000,20260728_200000,20260728_200000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt10,gt10,NA,0.05,CNT,10000.0,0.08,6.143,4.143,3.143,3.643,4.143,3.343,0.7071,17.163,4.143,0.5,3.314,0.4,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260729.stat,20260729_080000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_080000,000000,20260729_080000,20260728_200000,20260728_200000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt10,gt10,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_080000,0.04,0.45,0.3286,0.15,0.2,0.4286,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_080000,000000,20260729_080000,20260728_200000,20260728_200000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt10,gt10,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_080000,,,,,,,,,565.0,183.0,273.0,8932.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_080000,000000,20260729_080000,20260728_200000,20260728_200000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt20,gt20,NA,0.05,CNT,10000.0,0.08,6.143,4.143,3.143,3.643,4.143,3.343,0.7071,17.163,4.143,0.5,3.314,0.4,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260729.stat,20260729_080000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_080000,000000,20260729_080000,20260728_200000,20260728_200000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt20,gt20,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_080000,0.04,0.45,0.2786,0.15,0.2,0.3786,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_080000,000000,20260729_080000,20260728_200000,20260728_200000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt20,gt20,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_080000,,,,,,,,,555.0,186.0,277.0,8927.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_080000,000000,20260729_080000,20260728_200000,20260728_200000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt50,gt50,NA,0.05,CNT,10000.0,0.08,6.143,4.143,3.143,3.643,4.143,3.343,0.7071,17.163,4.143,0.5,3.314,0.4,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260729.stat,20260729_080000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_080000,000000,20260729_080000,20260728_200000,20260728_200000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt50,gt50,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_080000,0.04,0.45,0.1286,0.15,0.2,0.2286,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_080000,000000,20260729_080000,20260728_200000,20260728_200000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt50,gt50,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_080000,,,,,,,,,525.0,193.0,289.0,8912.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_090000,000000,20260729_090000,20260728_210000,20260728_210000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt0.1,gt0.1,NA,0.05,CNT,10000.0,0.085,6.036,4.036,3.036,3.536,4.036,3.236,0.7143,16.287,4.036,0.5,3.229,0.425,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260729.stat,20260729_090000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_090000,000000,20260729_090000,20260728_210000,20260728_210000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt0.1,gt0.1,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_090000,0.042,0.45,0.3816,0.15,0.2,0.4816,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_090000,000000,20260729_090000,20260728_210000,20260728_210000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt0.1,gt0.1,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_090000,,,,,,,,,576.0,180.0,269.0,8938.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_090000,000000,20260729_090000,20260728_210000,20260728_210000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt1,gt1,NA,0.05,CNT,10000.0,0.085,6.036,4.036,3.036,3.536,4.036,3.236,0.7143,16.287,4.036,0.5,3.229,0.425,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260729.stat,20260729_090000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_090000,000000,20260729_090000,20260728_210000,20260728_210000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt1,gt1,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_090000,0.042,0.45,0.3771,0.15,0.2,0.4771,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_090000,000000,20260729_090000,20260728_210000,20260728_210000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt1,gt1,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_090000,,,,,,,,,575.0,181.0,269.0,8937.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_090000,000000,20260729_090000,20260728_210000,20260728_210000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt5,gt5,NA,0.05,CNT,10000.0,0.085,6.036,4.036,3.036,3.536,4.036,3.236,0.7143,16.287,4.036,0.5,3.229,0.425,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260729.stat,20260729_090000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_090000,000000,20260729_090000,20260728_210000,20260728_210000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt5,gt5,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_090000,0.042,0.45,0.3571,0.15,0.2,0.4571,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_090000,000000,20260729_090000,20260728_210000,20260728_210000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt5,gt5,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_090000,,,,,,,,,571.0,182.0,271.0,8935.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_090000,000000,20260729_090000,20260728_210000,20260728_210000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt10,gt10,NA,0.05,CNT,10000.0,0.085,6.036,4.036,3.036,3.536,4.036,3.236,0.7143,16.287,4.036,0.5,3.229,0.425,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260729.stat,20260729_090000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_090000,000000,20260729_090000,20260728_210000,20260728_210000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt10,gt10,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_090000,0.042,0.45,0.3321,0.15,0.2,0.4321,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_090000,000000,20260729_090000,20260728_210000,20260728_210000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt10,gt10,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_090000,,,,,,,,,566.0,183.0,273.0,8933.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_090000,000000,20260729_090000,20260728_210000,20260728_210000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt20,gt20,NA,0.05,CNT,10000.0,0.085,6.036,4.036,3.036,3.536,4.036,3.236,0.7143,16.287,4.036,0.5,3.229,0.425,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260729.stat,20260729_090000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_090000,000000,20260729_090000,20260728_210000,20260728_210000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt20,gt20,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_090000,0.042,0.45,0.2821,0.15,0.2,0.3821,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_090000,000000,20260729_090000,20260728_210000,20260728_210000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt20,gt20,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_090000,,,,,,,,,556.0,185.0,277.0,8928.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_090000,000000,20260729_090000,20260728_210000,20260728_210000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt50,gt50,NA,0.05,CNT,10000.0,0.085,6.036,4.036,3.036,3.536,4.036,3.236,0.7143,16.287,4.036,0.5,3.229,0.425,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260729.stat,20260729_090000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_090000,000000,20260729_090000,20260728_210000,20260728_210000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt50,gt50,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_090000,0.042,0.45,0.1321,0.15,0.2,0.2321,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_090000,000000,20260729_090000,20260728_210000,20260728_210000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt50,gt50,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_090000,,,,,,,,,526.0,193.0,289.0,8913.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_100000,000000,20260729_100000,20260728_220000,20260728_220000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt0.1,gt0.1,NA,0.05,CNT,10000.0,0.09,5.929,3.929,2.929,3.429,3.929,3.129,0.7214,15.434,3.929,0.5,3.143,0.45,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260729.stat,20260729_100000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_100000,000000,20260729_100000,20260728_220000,20260728_220000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt0.1,gt0.1,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_100000,0.045,0.45,0.3852,0.15,0.2,0.4852,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_100000,000000,20260729_100000,20260728_220000,20260728_220000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt0.1,gt0.1,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_100000,,,,,,,,,577.0,180.0,269.0,8938.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_100000,000000,20260729_100000,20260728_220000,20260728_220000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt1,gt1,NA,0.05,CNT,10000.0,0.09,5.929,3.929,2.929,3.429,3.929,3.129,0.7214,15.434,3.929,0.5,3.143,0.45,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260729.stat,20260729_100000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_100000,000000,20260729_100000,20260728_220000,20260728_220000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt1,gt1,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_100000,0.045,0.45,0.3807,0.15,0.2,0.4807,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_100000,000000,20260729_100000,20260728_220000,20260728_220000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt1,gt1,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_100000,,,,,,,,,576.0,180.0,269.0,8938.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_100000,000000,20260729_100000,20260728_220000,20260728_220000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt5,gt5,NA,0.05,CNT,10000.0,0.09,5.929,3.929,2.929,3.429,3.929,3.129,0.7214,15.434,3.929,0.5,3.143,0.45,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260729.stat,20260729_100000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_100000,000000,20260729_100000,20260728_220000,20260728_220000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt5,gt5,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_100000,0.045,0.45,0.3607,0.15,0.2,0.4607,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_100000,000000,20260729_100000,20260728_220000,20260728_220000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt5,gt5,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_100000,,,,,,,,,572.0,181.0,271.0,8936.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_100000,000000,20260729_100000,20260728_220000,20260728_220000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt10,gt10,NA,0.05,CNT,10000.0,0.09,5.929,3.929,2.929,3.429,3.929,3.129,0.7214,15.434,3.929,0.5,3.143,0.45,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260729.stat,20260729_100000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_100000,000000,20260729_100000,20260728_220000,20260728_220000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt10,gt10,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_100000,0.045,0.45,0.3357,0.15,0.2,0.4357,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_100000,000000,20260729_100000,20260728_220000,20260728_220000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt10,gt10,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_100000,,,,,,,,,567.0,183.0,273.0,8933.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_100000,000000,20260729_100000,20260728_220000,20260728_220000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt20,gt20,NA,0.05,CNT,10000.0,0.09,5.929,3.929,2.929,3.429,3.929,3.129,0.7214,15.434,3.929,0.5,3.143,0.45,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260729.stat,20260729_100000,,,,,,,,,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_100000,000000,20260729_100000,20260728_220000,20260728_220000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt20,gt20,NA,0.05,CTS,10000.0,,,,,,,,0.85,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_100000,0.045,0.45,0.2857,0.15,0.2,0.3857,0.3,0.4,,,,
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_100000,000000,20260729_100000,20260728_220000,20260728_220000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt20,gt20,NA,0.05,CTC,10000.0,,,,,,,,,,,,,,,,,,,,,,,grid_stat_20260729.stat,20260729_100000,,,,,,,,,557.0,185.0,277.0,8928.0
STAT,V12.0.0,20260820_055425,INANWP,NA,000000,20260729_100000,000000,20260729_100000,20260728_220000,20260728_220000,NA,RAINNC,"(*,*)",hourlyPrecipRateGC,"(*,*)",mm,mm,gt50,gt50,NA,0.05,CNT,10000.0,0.09,5.929,3.929,2.929,3.429,3.929,3.129,0.7214,15.434,3.929,0.5,3.143,0.45,0.9,0.1,1.0,0.5,0.2,0.1,0.05,0.04,0.03,grid_stat_20260729.stat,20260729_100000,,,,,,,,,,,,
